source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
CPS_PEIO1OCD_2018,3090,Other physicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3100,Surgeons,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3110,Physician assistants,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3120,Podiatrists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3140,Audiologists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3150,Occupational therapists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3160,Physical therapists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3200,Radiation therapists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3210,Recreational therapists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3220,Respiratory therapists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3230,Speech-language pathologists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3235,Exercise physiologists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3245,"Therapists, all other",,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3250,Veterinarians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3255,Registered nurses,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3256,Nurse anesthetists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3257,Nurse midwives,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3258,Nurse practitioners,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3261,Acupuncturists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3270,"Healthcare diagnosing or treating practitioners, all other",,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3300,Clinical laboratory technologists and technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3310,Dental hygienists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3321,Cardiovascular technologists and technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3322,Diagnostic medical sonographers,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3323,Radiologic technologists and technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3324,Magnetic resonance imaging technologists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3330,Nuclear medicine technologists and medical dosimetrists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3401,Emergency medical technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3402,Paramedics,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3421,Pharmacy technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3422,Psychiatric technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3423,Surgical technologists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3424,Veterinary technologists and technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3430,Dietetic technicians and ophthalmic medical technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3500,Licensed practical and licensed vocational nurses,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3515,Medical records specialists,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3520,"Opticians, dispensing",,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3545,Miscellaneous health technologists and technicians,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3550,Other healthcare practitioners and technical occupations,,29-0000,Healthcare Practitioners and Technical Occupations,10,Healthcare Practitioners and Technical Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3601,Home health aides,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3602,Personal care aides,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3603,Nursing assistants,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3605,Orderlies and psychiatric aides,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3610,Occupational therapy assistants and aides,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3620,Physical therapist assistants and aides,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3630,Massage therapists,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3640,Dental assistants,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3645,Medical assistants,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3646,Medical transcriptionists,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3647,Pharmacy aides,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3648,Veterinary assistants and laboratory animal caretakers,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3649,Phlebotomists,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3655,Other healthcare support workers,,31-0000,Healthcare Support Occupations,11,Healthcare Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3700,First-line supervisors of correctional officers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3710,First-line supervisors of police and detectives,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3720,First-line supervisors of firefighting and prevention workers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3725,First-line supervisors of security workers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3735,"First-line supervisors of protective service workers, all other",,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3740,Firefighters,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3750,Fire inspectors,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3801,Bailiffs,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3802,Correctional officers and jailers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3820,Detectives and criminal investigators,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3830,Fish and game wardens,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3840,Parking enforcement workers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3870,Police officers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3900,Animal control workers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3910,Private detectives and investigators,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3930,Security guards and gambling surveillance officers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3940,Crossing guards and flaggers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3945,Transportation security screeners,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3946,School bus monitors,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,3960,Other protective service workers,,33-0000,Protective Service Occupations,12,Protective Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4000,Chefs and head cooks,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4010,First-line supervisors of food preparation and serving workers,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4020,Cooks,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4030,Food preparation workers,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4040,Bartenders,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4055,Fast food and counter workers,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4110,Waiters and waitresses,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4120,"Food servers, nonrestaurant",,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4130,Dining room and cafeteria attendants and bartender helpers,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4140,Dishwashers,,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4150,"Hosts and hostesses, restaurant, lounge, and coffee shop",,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4160,"Food preparation and serving related workers, all other",,35-0000,Food Preparation and Serving Related Occupations,13,Food Preparation and Serving Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4200,First-line supervisors of housekeeping and janitorial workers,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4210,"First-line supervisors of landscaping, lawn service, and groundskeeping workers",,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4220,Janitors and building cleaners,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4230,Maids and housekeeping cleaners,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4240,Pest control workers,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4251,Landscaping and groundskeeping workers,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4252,Tree trimmers and pruners,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4255,Other grounds maintenance workers,,37-0000,Building and Grounds Cleaning and Maintenance Occupations,14,Building and Grounds Cleaning and Maintenance Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4330,Supervisors of personal care and service workers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4340,Animal trainers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4350,Animal caretakers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4400,Gambling services workers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4420,"Ushers, lobby attendants, and ticket takers",,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4435,Other entertainment attendants and related workers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4461,"Embalmers, crematory operators and funeral attendants",,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4465,"Morticians, undertakers, and funeral arrangers",,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4500,Barbers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4510,"Hairdressers, hairstylists, and cosmetologists",,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4521,Manicurists and pedicurists,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4522,Skincare specialists,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4525,Other personal appearance workers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4530,"Baggage porters, bellhops, and concierges",,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4540,Tour and travel guides,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4600,Childcare workers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4621,Exercise trainers and group fitness instructors,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4622,Recreation workers,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4640,Residential advisors,,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4655,"Personal care and service workers, all other",,39-0000,Personal Care and Service Occupations,15,Personal Care and Service Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4700,First-Line supervisors of retail sales workers,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4710,First-Line supervisors of non-retail sales workers,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4720,Cashiers,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4740,Counter and rental clerks,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4750,Parts salespersons,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4760,Retail salespersons,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4800,Advertising sales agents,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4810,Insurance sales agents,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4820,"Securities, commodities, and financial services sales agents",,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4830,Travel agents,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4840,"Sales representatives of services, except advertising, insurance, financial services, and travel",,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4850,"Sales representatives, wholesale and manufacturing",,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4900,"Models, demonstrators, and product promoters",,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4920,Real estate brokers and sales agents,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4930,Sales engineers,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4940,Telemarketers,,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4950,"Door-to-door sales workers, news and street vendors, and related workers",,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,4965,"Sales and related workers, all other",,41-0000,Sales and Related Occupations,16,Sales and Related Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5000,First-Line supervisors of office and administrative support workers,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5010,"Switchboard operators, including answering service",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5020,Telephone operators,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5040,"Communications equipment operators, all other",,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
CPS_PEIO1OCD_2018,5100,Bill and account collectors,,43-0000,Office and Administrative Support Occupations,17,Office and Administrative Support Occupations,false,2018 Census occupation code Table A2 (TP-78); PEIO1OCD detailed
