source_system,source_occ_code,source_occ_title,census_occ_code_range,soc_major_group_code,soc_major_group_title,occ22_id,occ22_label,is_military_excluded,notes
SOC_2018_DETAIL,51-3011,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-3020,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-3091,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-3092,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-3093,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-3099,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4020,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4031,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4033,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-403X,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4041,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4050,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4060,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4070,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4111,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4120,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-4XXX,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
SOC_2018_DETAIL,51-5111,,,51-0000,Production Occupations,21,Production Occupations,false,SOC 2018 detail; major group from prefix; OEWS/O*NET alignment
